dataset,N,N_indexed,query_id,method,step,node_id,node_type,is_revoked,access_predicate_checked,distance_scored,frontier_inserted,node_expanded,result_returned,bypass_edge_used,frontier_size_after_step,candidate_score
SIFT1M,1000000,1000000,3,Lethe,3,authorized_3_3,authorized,False,False,True,True,True,False,False,23,0.35
SIFT1M,1000000,1000000,3,Lethe,4,revoked_bridge_3_4,revoked_bridge,True,True,False,False,False,False,False,24,0.45
SIFT1M,1000000,1000000,3,Lethe,5,revoked_bridge_3_5,revoked_bridge,True,True,False,False,False,False,False,25,0.55
SIFT1M,1000000,1000000,3,Lethe,6,authorized_3_6,authorized,False,False,True,True,True,False,True,26,0.65
SIFT1M,1000000,1000000,3,Lethe,7,authorized_3_7,authorized,False,False,True,True,False,False,False,27,0.75
SIFT1M,1000000,1000000,3,Lethe,8,authorized_3_8,authorized,False,False,True,True,False,False,False,28,0.85
SIFT1M,1000000,1000000,3,Lethe,9,authorized_3_9,authorized,False,False,True,True,True,False,False,29,0.95
SIFT1M,1000000,1000000,3,Lethe,10,authorized_3_10,authorized,False,False,True,True,False,True,False,30,1.05
SIFT1M,1000000,1000000,3,Lethe,11,authorized_3_11,authorized,False,False,True,True,False,True,False,31,1.15
SIFT1M,1000000,1000000,3,Lethe,12,authorized_3_12,authorized,False,False,True,True,True,True,False,32,1.25
SIFT1M,1000000,1000000,4,Tombstone,1,authorized_4_1,authorized,False,False,True,True,False,False,False,21,0.15
SIFT1M,1000000,1000000,4,Tombstone,2,authorized_4_2,authorized,False,False,True,True,False,False,False,22,0.25
SIFT1M,1000000,1000000,4,Tombstone,3,authorized_4_3,authorized,False,False,True,True,True,False,False,23,0.35
SIFT1M,1000000,1000000,4,Tombstone,4,revoked_bridge_4_4,revoked_bridge,True,False,True,True,False,False,False,24,0.45
SIFT1M,1000000,1000000,4,Tombstone,5,revoked_bridge_4_5,revoked_bridge,True,False,True,True,False,False,False,25,0.55
SIFT1M,1000000,1000000,4,Tombstone,6,authorized_4_6,authorized,False,False,True,True,True,False,False,26,0.65
SIFT1M,1000000,1000000,4,Tombstone,7,authorized_4_7,authorized,False,False,True,True,False,False,False,27,0.75
SIFT1M,1000000,1000000,4,Tombstone,8,authorized_4_8,authorized,False,False,True,True,False,False,False,28,0.85
SIFT1M,1000000,1000000,4,Tombstone,9,authorized_4_9,authorized,False,False,True,True,True,False,False,29,0.95
SIFT1M,1000000,1000000,4,Tombstone,10,authorized_4_10,authorized,False,False,True,True,False,True,False,30,1.05
SIFT1M,1000000,1000000,4,Tombstone,11,authorized_4_11,authorized,False,False,True,True,False,True,False,31,1.15
SIFT1M,1000000,1000000,4,Tombstone,12,authorized_4_12,authorized,False,False,True,True,True,True,False,32,1.25
SIFT1M,1000000,1000000,4,Lethe,1,authorized_4_1,authorized,False,False,True,True,False,False,False,21,0.15
SIFT1M,1000000,1000000,4,Lethe,2,authorized_4_2,authorized,False,False,True,True,False,False,False,22,0.25
SIFT1M,1000000,1000000,4,Lethe,3,authorized_4_3,authorized,False,False,True,True,True,False,False,23,0.35
SIFT1M,1000000,1000000,4,Lethe,4,revoked_bridge_4_4,revoked_bridge,True,True,False,False,False,False,False,24,0.45
SIFT1M,1000000,1000000,4,Lethe,5,revoked_bridge_4_5,revoked_bridge,True,True,False,False,False,False,False,25,0.55
SIFT1M,1000000,1000000,4,Lethe,6,authorized_4_6,authorized,False,False,True,True,True,False,True,26,0.65
SIFT1M,1000000,1000000,4,Lethe,7,authorized_4_7,authorized,False,False,True,True,False,False,False,27,0.75
SIFT1M,1000000,1000000,4,Lethe,8,authorized_4_8,authorized,False,False,True,True,False,False,False,28,0.85
SIFT1M,1000000,1000000,4,Lethe,9,authorized_4_9,authorized,False,False,True,True,True,False,False,29,0.95
SIFT1M,1000000,1000000,4,Lethe,10,authorized_4_10,authorized,False,False,True,True,False,True,False,30,1.05
SIFT1M,1000000,1000000,4,Lethe,11,authorized_4_11,authorized,False,False,True,True,False,True,False,31,1.15
SIFT1M,1000000,1000000,4,Lethe,12,authorized_4_12,authorized,False,False,True,True,True,True,False,32,1.25
SIFT1M,1000000,1000000,5,Tombstone,1,authorized_5_1,authorized,False,False,True,True,False,False,False,21,0.15
SIFT1M,1000000,1000000,5,Tombstone,2,authorized_5_2,authorized,False,False,True,True,False,False,False,22,0.25
SIFT1M,1000000,1000000,5,Tombstone,3,authorized_5_3,authorized,False,False,True,True,True,False,False,23,0.35
SIFT1M,1000000,1000000,5,Tombstone,4,revoked_bridge_5_4,revoked_bridge,True,False,True,True,False,False,False,24,0.45
SIFT1M,1000000,1000000,5,Tombstone,5,revoked_bridge_5_5,revoked_bridge,True,False,True,True,False,False,False,25,0.55
SIFT1M,1000000,1000000,5,Tombstone,6,authorized_5_6,authorized,False,False,True,True,True,False,False,26,0.65
SIFT1M,1000000,1000000,5,Tombstone,7,authorized_5_7,authorized,False,False,True,True,False,False,False,27,0.75
SIFT1M,1000000,1000000,5,Tombstone,8,authorized_5_8,authorized,False,False,True,True,False,False,False,28,0.85
SIFT1M,1000000,1000000,5,Tombstone,9,authorized_5_9,authorized,False,False,True,True,True,False,False,29,0.95
SIFT1M,1000000,1000000,5,Tombstone,10,authorized_5_10,authorized,False,False,True,True,False,True,False,30,1.05
SIFT1M,1000000,1000000,5,Tombstone,11,authorized_5_11,authorized,False,False,True,True,False,True,False,31,1.15
SIFT1M,1000000,1000000,5,Tombstone,12,authorized_5_12,authorized,False,False,True,True,True,True,False,32,1.25
SIFT1M,1000000,1000000,5,Lethe,1,authorized_5_1,authorized,False,False,True,True,False,False,False,21,0.15
SIFT1M,1000000,1000000,5,Lethe,2,authorized_5_2,authorized,False,False,True,True,False,False,False,22,0.25
SIFT1M,1000000,1000000,5,Lethe,3,authorized_5_3,authorized,False,False,True,True,True,False,False,23,0.35
SIFT1M,1000000,1000000,5,Lethe,4,revoked_bridge_5_4,revoked_bridge,True,True,False,False,False,False,False,24,0.45
SIFT1M,1000000,1000000,5,Lethe,5,revoked_bridge_5_5,revoked_bridge,True,True,False,False,False,False,False,25,0.55
SIFT1M,1000000,1000000,5,Lethe,6,authorized_5_6,authorized,False,False,True,True,True,False,True,26,0.65
SIFT1M,1000000,1000000,5,Lethe,7,authorized_5_7,authorized,False,False,True,True,False,False,False,27,0.75
SIFT1M,1000000,1000000,5,Lethe,8,authorized_5_8,authorized,False,False,True,True,False,False,False,28,0.85
SIFT1M,1000000,1000000,5,Lethe,9,authorized_5_9,authorized,False,False,True,True,True,False,False,29,0.95
SIFT1M,1000000,1000000,5,Lethe,10,authorized_5_10,authorized,False,False,True,True,False,True,False,30,1.05
SIFT1M,1000000,1000000,5,Lethe,11,authorized_5_11,authorized,False,False,True,True,False,True,False,31,1.15
SIFT1M,1000000,1000000,5,Lethe,12,authorized_5_12,authorized,False,False,True,True,True,True,False,32,1.25
SIFT1M,1000000,1000000,6,Tombstone,1,authorized_6_1,authorized,False,False,True,True,False,False,False,21,0.15
SIFT1M,1000000,1000000,6,Tombstone,2,authorized_6_2,authorized,False,False,True,True,False,False,False,22,0.25
SIFT1M,1000000,1000000,6,Tombstone,3,authorized_6_3,authorized,False,False,True,True,True,False,False,23,0.35
SIFT1M,1000000,1000000,6,Tombstone,4,revoked_bridge_6_4,revoked_bridge,True,False,True,True,False,False,False,24,0.45
SIFT1M,1000000,1000000,6,Tombstone,5,revoked_bridge_6_5,revoked_bridge,True,False,True,True,False,False,False,25,0.55
SIFT1M,1000000,1000000,6,Tombstone,6,authorized_6_6,authorized,False,False,True,True,True,False,False,26,0.65
SIFT1M,1000000,1000000,6,Tombstone,7,authorized_6_7,authorized,False,False,True,True,False,False,False,27,0.75
SIFT1M,1000000,1000000,6,Tombstone,8,authorized_6_8,authorized,False,False,True,True,False,False,False,28,0.85
SIFT1M,1000000,1000000,6,Tombstone,9,authorized_6_9,authorized,False,False,True,True,True,False,False,29,0.95
SIFT1M,1000000,1000000,6,Tombstone,10,authorized_6_10,authorized,False,False,True,True,False,True,False,30,1.05
SIFT1M,1000000,1000000,6,Tombstone,11,authorized_6_11,authorized,False,False,True,True,False,True,False,31,1.15
SIFT1M,1000000,1000000,6,Tombstone,12,authorized_6_12,authorized,False,False,True,True,True,True,False,32,1.25
SIFT1M,1000000,1000000,6,Lethe,1,authorized_6_1,authorized,False,False,True,True,False,False,False,21,0.15
SIFT1M,1000000,1000000,6,Lethe,2,authorized_6_2,authorized,False,False,True,True,False,False,False,22,0.25
SIFT1M,1000000,1000000,6,Lethe,3,authorized_6_3,authorized,False,False,True,True,True,False,False,23,0.35
SIFT1M,1000000,1000000,6,Lethe,4,revoked_bridge_6_4,revoked_bridge,True,True,False,False,False,False,False,24,0.45
SIFT1M,1000000,1000000,6,Lethe,5,revoked_bridge_6_5,revoked_bridge,True,True,False,False,False,False,False,25,0.55
SIFT1M,1000000,1000000,6,Lethe,6,authorized_6_6,authorized,False,False,True,True,True,False,True,26,0.65
SIFT1M,1000000,1000000,6,Lethe,7,authorized_6_7,authorized,False,False,True,True,False,False,False,27,0.75
SIFT1M,1000000,1000000,6,Lethe,8,authorized_6_8,authorized,False,False,True,True,False,False,False,28,0.85
SIFT1M,1000000,1000000,6,Lethe,9,authorized_6_9,authorized,False,False,True,True,True,False,False,29,0.95
SIFT1M,1000000,1000000,6,Lethe,10,authorized_6_10,authorized,False,False,True,True,False,True,False,30,1.05
SIFT1M,1000000,1000000,6,Lethe,11,authorized_6_11,authorized,False,False,True,True,False,True,False,31,1.15
SIFT1M,1000000,1000000,6,Lethe,12,authorized_6_12,authorized,False,False,True,True,True,True,False,32,1.25
SIFT1M,1000000,1000000,7,Tombstone,1,authorized_7_1,authorized,False,False,True,True,False,False,False,21,0.15
SIFT1M,1000000,1000000,7,Tombstone,2,authorized_7_2,authorized,False,False,True,True,False,False,False,22,0.25
SIFT1M,1000000,1000000,7,Tombstone,3,authorized_7_3,authorized,False,False,True,True,True,False,False,23,0.35
SIFT1M,1000000,1000000,7,Tombstone,4,revoked_bridge_7_4,revoked_bridge,True,False,True,True,False,False,False,24,0.45
SIFT1M,1000000,1000000,7,Tombstone,5,revoked_bridge_7_5,revoked_bridge,True,False,True,True,False,False,False,25,0.55
SIFT1M,1000000,1000000,7,Tombstone,6,authorized_7_6,authorized,False,False,True,True,True,False,False,26,0.65
SIFT1M,1000000,1000000,7,Tombstone,7,authorized_7_7,authorized,False,False,True,True,False,False,False,27,0.75
SIFT1M,1000000,1000000,7,Tombstone,8,authorized_7_8,authorized,False,False,True,True,False,False,False,28,0.85
SIFT1M,1000000,1000000,7,Tombstone,9,authorized_7_9,authorized,False,False,True,True,True,False,False,29,0.95
SIFT1M,1000000,1000000,7,Tombstone,10,authorized_7_10,authorized,False,False,True,True,False,True,False,30,1.05
SIFT1M,1000000,1000000,7,Tombstone,11,authorized_7_11,authorized,False,False,True,True,False,True,False,31,1.15
SIFT1M,1000000,1000000,7,Tombstone,12,authorized_7_12,authorized,False,False,True,True,True,True,False,32,1.25
SIFT1M,1000000,1000000,7,Lethe,1,authorized_7_1,authorized,False,False,True,True,False,False,False,21,0.15
SIFT1M,1000000,1000000,7,Lethe,2,authorized_7_2,authorized,False,False,True,True,False,False,False,22,0.25
SIFT1M,1000000,1000000,7,Lethe,3,authorized_7_3,authorized,False,False,True,True,True,False,False,23,0.35
SIFT1M,1000000,1000000,7,Lethe,4,revoked_bridge_7_4,revoked_bridge,True,True,False,False,False,False,False,24,0.45
SIFT1M,1000000,1000000,7,Lethe,5,revoked_bridge_7_5,revoked_bridge,True,True,False,False,False,False,False,25,0.55
SIFT1M,1000000,1000000,7,Lethe,6,authorized_7_6,authorized,False,False,True,True,True,False,True,26,0.65
SIFT1M,1000000,1000000,7,Lethe,7,authorized_7_7,authorized,False,False,True,True,False,False,False,27,0.75
SIFT1M,1000000,1000000,7,Lethe,8,authorized_7_8,authorized,False,False,True,True,False,False,False,28,0.85
SIFT1M,1000000,1000000,7,Lethe,9,authorized_7_9,authorized,False,False,True,True,True,False,False,29,0.95
SIFT1M,1000000,1000000,7,Lethe,10,authorized_7_10,authorized,False,False,True,True,False,True,False,30,1.05
SIFT1M,1000000,1000000,7,Lethe,11,authorized_7_11,authorized,False,False,True,True,False,True,False,31,1.15
SIFT1M,1000000,1000000,7,Lethe,12,authorized_7_12,authorized,False,False,True,True,True,True,False,32,1.25
SIFT1M,1000000,1000000,8,Tombstone,1,authorized_8_1,authorized,False,False,True,True,False,False,False,21,0.15
SIFT1M,1000000,1000000,8,Tombstone,2,authorized_8_2,authorized,False,False,True,True,False,False,False,22,0.25
SIFT1M,1000000,1000000,8,Tombstone,3,authorized_8_3,authorized,False,False,True,True,True,False,False,23,0.35
SIFT1M,1000000,1000000,8,Tombstone,4,revoked_bridge_8_4,revoked_bridge,True,False,True,True,False,False,False,24,0.45
SIFT1M,1000000,1000000,8,Tombstone,5,revoked_bridge_8_5,revoked_bridge,True,False,True,True,False,False,False,25,0.55
SIFT1M,1000000,1000000,8,Tombstone,6,authorized_8_6,authorized,False,False,True,True,True,False,False,26,0.65
SIFT1M,1000000,1000000,8,Tombstone,7,authorized_8_7,authorized,False,False,True,True,False,False,False,27,0.75
SIFT1M,1000000,1000000,8,Tombstone,8,authorized_8_8,authorized,False,False,True,True,False,False,False,28,0.85
SIFT1M,1000000,1000000,8,Tombstone,9,authorized_8_9,authorized,False,False,True,True,True,False,False,29,0.95
SIFT1M,1000000,1000000,8,Tombstone,10,authorized_8_10,authorized,False,False,True,True,False,True,False,30,1.05
SIFT1M,1000000,1000000,8,Tombstone,11,authorized_8_11,authorized,False,False,True,True,False,True,False,31,1.15
SIFT1M,1000000,1000000,8,Tombstone,12,authorized_8_12,authorized,False,False,True,True,True,True,False,32,1.25
SIFT1M,1000000,1000000,8,Lethe,1,authorized_8_1,authorized,False,False,True,True,False,False,False,21,0.15
SIFT1M,1000000,1000000,8,Lethe,2,authorized_8_2,authorized,False,False,True,True,False,False,False,22,0.25
SIFT1M,1000000,1000000,8,Lethe,3,authorized_8_3,authorized,False,False,True,True,True,False,False,23,0.35
SIFT1M,1000000,1000000,8,Lethe,4,revoked_bridge_8_4,revoked_bridge,True,True,False,False,False,False,False,24,0.45
SIFT1M,1000000,1000000,8,Lethe,5,revoked_bridge_8_5,revoked_bridge,True,True,False,False,False,False,False,25,0.55
SIFT1M,1000000,1000000,8,Lethe,6,authorized_8_6,authorized,False,False,True,True,True,False,True,26,0.65
SIFT1M,1000000,1000000,8,Lethe,7,authorized_8_7,authorized,False,False,True,True,False,False,False,27,0.75
SIFT1M,1000000,1000000,8,Lethe,8,authorized_8_8,authorized,False,False,True,True,False,False,False,28,0.85
SIFT1M,1000000,1000000,8,Lethe,9,authorized_8_9,authorized,False,False,True,True,True,False,False,29,0.95
SIFT1M,1000000,1000000,8,Lethe,10,authorized_8_10,authorized,False,False,True,True,False,True,False,30,1.05
SIFT1M,1000000,1000000,8,Lethe,11,authorized_8_11,authorized,False,False,True,True,False,True,False,31,1.15
SIFT1M,1000000,1000000,8,Lethe,12,authorized_8_12,authorized,False,False,True,True,True,True,False,32,1.25
SIFT1M,1000000,1000000,9,Tombstone,1,authorized_9_1,authorized,False,False,True,True,False,False,False,21,0.15
SIFT1M,1000000,1000000,9,Tombstone,2,authorized_9_2,authorized,False,False,True,True,False,False,False,22,0.25
SIFT1M,1000000,1000000,9,Tombstone,3,authorized_9_3,authorized,False,False,True,True,True,False,False,23,0.35
SIFT1M,1000000,1000000,9,Tombstone,4,revoked_bridge_9_4,revoked_bridge,True,False,True,True,False,False,False,24,0.45
SIFT1M,1000000,1000000,9,Tombstone,5,revoked_bridge_9_5,revoked_bridge,True,False,True,True,False,False,False,25,0.55
SIFT1M,1000000,1000000,9,Tombstone,6,authorized_9_6,authorized,False,False,True,True,True,False,False,26,0.65
SIFT1M,1000000,1000000,9,Tombstone,7,authorized_9_7,authorized,False,False,True,True,False,False,False,27,0.75
SIFT1M,1000000,1000000,9,Tombstone,8,authorized_9_8,authorized,False,False,True,True,False,False,False,28,0.85
SIFT1M,1000000,1000000,9,Tombstone,9,authorized_9_9,authorized,False,False,True,True,True,False,False,29,0.95
SIFT1M,1000000,1000000,9,Tombstone,10,authorized_9_10,authorized,False,False,True,True,False,True,False,30,1.05
SIFT1M,1000000,1000000,9,Tombstone,11,authorized_9_11,authorized,False,False,True,True,False,True,False,31,1.15
SIFT1M,1000000,1000000,9,Tombstone,12,authorized_9_12,authorized,False,False,True,True,True,True,False,32,1.25
SIFT1M,1000000,1000000,9,Lethe,1,authorized_9_1,authorized,False,False,True,True,False,False,False,21,0.15
SIFT1M,1000000,1000000,9,Lethe,2,authorized_9_2,authorized,False,False,True,True,False,False,False,22,0.25
SIFT1M,1000000,1000000,9,Lethe,3,authorized_9_3,authorized,False,False,True,True,True,False,False,23,0.35
SIFT1M,1000000,1000000,9,Lethe,4,revoked_bridge_9_4,revoked_bridge,True,True,False,False,False,False,False,24,0.45
SIFT1M,1000000,1000000,9,Lethe,5,revoked_bridge_9_5,revoked_bridge,True,True,False,False,False,False,False,25,0.55
SIFT1M,1000000,1000000,9,Lethe,6,authorized_9_6,authorized,False,False,True,True,True,False,True,26,0.65
SIFT1M,1000000,1000000,9,Lethe,7,authorized_9_7,authorized,False,False,True,True,False,False,False,27,0.75
SIFT1M,1000000,1000000,9,Lethe,8,authorized_9_8,authorized,False,False,True,True,False,False,False,28,0.85
SIFT1M,1000000,1000000,9,Lethe,9,authorized_9_9,authorized,False,False,True,True,True,False,False,29,0.95
SIFT1M,1000000,1000000,9,Lethe,10,authorized_9_10,authorized,False,False,True,True,False,True,False,30,1.05
SIFT1M,1000000,1000000,9,Lethe,11,authorized_9_11,authorized,False,False,True,True,False,True,False,31,1.15
SIFT1M,1000000,1000000,9,Lethe,12,authorized_9_12,authorized,False,False,True,True,True,True,False,32,1.25
SIFT1M,1000000,1000000,10,Tombstone,1,authorized_10_1,authorized,False,False,True,True,False,False,False,21,0.15
SIFT1M,1000000,1000000,10,Tombstone,2,authorized_10_2,authorized,False,False,True,True,False,False,False,22,0.25
SIFT1M,1000000,1000000,10,Tombstone,3,authorized_10_3,authorized,False,False,True,True,True,False,False,23,0.35
SIFT1M,1000000,1000000,10,Tombstone,4,revoked_bridge_10_4,revoked_bridge,True,False,True,True,False,False,False,24,0.45
SIFT1M,1000000,1000000,10,Tombstone,5,revoked_bridge_10_5,revoked_bridge,True,False,True,True,False,False,False,25,0.55
SIFT1M,1000000,1000000,10,Tombstone,6,authorized_10_6,authorized,False,False,True,True,True,False,False,26,0.65
SIFT1M,1000000,1000000,10,Tombstone,7,authorized_10_7,authorized,False,False,True,True,False,False,False,27,0.75
SIFT1M,1000000,1000000,10,Tombstone,8,authorized_10_8,authorized,False,False,True,True,False,False,False,28,0.85
SIFT1M,1000000,1000000,10,Tombstone,9,authorized_10_9,authorized,False,False,True,True,True,False,False,29,0.95
SIFT1M,1000000,1000000,10,Tombstone,10,authorized_10_10,authorized,False,False,True,True,False,True,False,30,1.05
SIFT1M,1000000,1000000,10,Tombstone,11,authorized_10_11,authorized,False,False,True,True,False,True,False,31,1.15
SIFT1M,1000000,1000000,10,Tombstone,12,authorized_10_12,authorized,False,False,True,True,True,True,False,32,1.25
SIFT1M,1000000,1000000,10,Lethe,1,authorized_10_1,authorized,False,False,True,True,False,False,False,21,0.15
SIFT1M,1000000,1000000,10,Lethe,2,authorized_10_2,authorized,False,False,True,True,False,False,False,22,0.25
SIFT1M,1000000,1000000,10,Lethe,3,authorized_10_3,authorized,False,False,True,True,True,False,False,23,0.35
SIFT1M,1000000,1000000,10,Lethe,4,revoked_bridge_10_4,revoked_bridge,True,True,False,False,False,False,False,24,0.45
SIFT1M,1000000,1000000,10,Lethe,5,revoked_bridge_10_5,revoked_bridge,True,True,False,False,False,False,False,25,0.55
SIFT1M,1000000,1000000,10,Lethe,6,authorized_10_6,authorized,False,False,True,True,True,False,True,26,0.65
SIFT1M,1000000,1000000,10,Lethe,7,authorized_10_7,authorized,False,False,True,True,False,False,False,27,0.75
SIFT1M,1000000,1000000,10,Lethe,8,authorized_10_8,authorized,False,False,True,True,False,False,False,28,0.85
SIFT1M,1000000,1000000,10,Lethe,9,authorized_10_9,authorized,False,False,True,True,True,False,False,29,0.95
SIFT1M,1000000,1000000,10,Lethe,10,authorized_10_10,authorized,False,False,True,True,False,True,False,30,1.05
SIFT1M,1000000,1000000,10,Lethe,11,authorized_10_11,authorized,False,False,True,True,False,True,False,31,1.15
SIFT1M,1000000,1000000,10,Lethe,12,authorized_10_12,authorized,False,False,True,True,True,True,False,32,1.25
SIFT1M,1000000,1000000,11,Tombstone,1,authorized_11_1,authorized,False,False,True,True,False,False,False,21,0.15
SIFT1M,1000000,1000000,11,Tombstone,2,authorized_11_2,authorized,False,False,True,True,False,False,False,22,0.25
SIFT1M,1000000,1000000,11,Tombstone,3,authorized_11_3,authorized,False,False,True,True,True,False,False,23,0.35
SIFT1M,1000000,1000000,11,Tombstone,4,revoked_bridge_11_4,revoked_bridge,True,False,True,True,False,False,False,24,0.45
SIFT1M,1000000,1000000,11,Tombstone,5,revoked_bridge_11_5,revoked_bridge,True,False,True,True,False,False,False,25,0.55
SIFT1M,1000000,1000000,11,Tombstone,6,authorized_11_6,authorized,False,False,True,True,True,False,False,26,0.65
SIFT1M,1000000,1000000,11,Tombstone,7,authorized_11_7,authorized,False,False,True,True,False,False,False,27,0.75
SIFT1M,1000000,1000000,11,Tombstone,8,authorized_11_8,authorized,False,False,True,True,False,False,False,28,0.85
SIFT1M,1000000,1000000,11,Tombstone,9,authorized_11_9,authorized,False,False,True,True,True,False,False,29,0.95
SIFT1M,1000000,1000000,11,Tombstone,10,authorized_11_10,authorized,False,False,True,True,False,True,False,30,1.05
SIFT1M,1000000,1000000,11,Tombstone,11,authorized_11_11,authorized,False,False,True,True,False,True,False,31,1.15
SIFT1M,1000000,1000000,11,Tombstone,12,authorized_11_12,authorized,False,False,True,True,True,True,False,32,1.25
SIFT1M,1000000,1000000,11,Lethe,1,authorized_11_1,authorized,False,False,True,True,False,False,False,21,0.15
SIFT1M,1000000,1000000,11,Lethe,2,authorized_11_2,authorized,False,False,True,True,False,False,False,22,0.25
SIFT1M,1000000,1000000,11,Lethe,3,authorized_11_3,authorized,False,False,True,True,True,False,False,23,0.35
SIFT1M,1000000,1000000,11,Lethe,4,revoked_bridge_11_4,revoked_bridge,True,True,False,False,False,False,False,24,0.45
SIFT1M,1000000,1000000,11,Lethe,5,revoked_bridge_11_5,revoked_bridge,True,True,False,False,False,False,False,25,0.55
SIFT1M,1000000,1000000,11,Lethe,6,authorized_11_6,authorized,False,False,True,True,True,False,True,26,0.65
SIFT1M,1000000,1000000,11,Lethe,7,authorized_11_7,authorized,False,False,True,True,False,False,False,27,0.75
SIFT1M,1000000,1000000,11,Lethe,8,authorized_11_8,authorized,False,False,True,True,False,False,False,28,0.85
SIFT1M,1000000,1000000,11,Lethe,9,authorized_11_9,authorized,False,False,True,True,True,False,False,29,0.95
SIFT1M,1000000,1000000,11,Lethe,10,authorized_11_10,authorized,False,False,True,True,False,True,False,30,1.05
SIFT1M,1000000,1000000,11,Lethe,11,authorized_11_11,authorized,False,False,True,True,False,True,False,31,1.15
SIFT1M,1000000,1000000,11,Lethe,12,authorized_11_12,authorized,False,False,True,True,True,True,False,32,1.25
SIFT1M,1000000,1000000,12,Tombstone,1,authorized_12_1,authorized,False,False,True,True,False,False,False,21,0.15
SIFT1M,1000000,1000000,12,Tombstone,2,authorized_12_2,authorized,False,False,True,True,False,False,False,22,0.25
SIFT1M,1000000,1000000,12,Tombstone,3,authorized_12_3,authorized,False,False,True,True,True,False,False,23,0.35
SIFT1M,1000000,1000000,12,Tombstone,4,revoked_bridge_12_4,revoked_bridge,True,False,True,True,False,False,False,24,0.45
SIFT1M,1000000,1000000,12,Tombstone,5,revoked_bridge_12_5,revoked_bridge,True,False,True,True,False,False,False,25,0.55
SIFT1M,1000000,1000000,12,Tombstone,6,authorized_12_6,authorized,False,False,True,True,True,False,False,26,0.65
SIFT1M,1000000,1000000,12,Tombstone,7,authorized_12_7,authorized,False,False,True,True,False,False,False,27,0.75
SIFT1M,1000000,1000000,12,Tombstone,8,authorized_12_8,authorized,False,False,True,True,False,False,False,28,0.85
SIFT1M,1000000,1000000,12,Tombstone,9,authorized_12_9,authorized,False,False,True,True,True,False,False,29,0.95
SIFT1M,1000000,1000000,12,Tombstone,10,authorized_12_10,authorized,False,False,True,True,False,True,False,30,1.05
SIFT1M,1000000,1000000,12,Tombstone,11,authorized_12_11,authorized,False,False,True,True,False,True,False,31,1.15
SIFT1M,1000000,1000000,12,Tombstone,12,authorized_12_12,authorized,False,False,True,True,True,True,False,32,1.25
SIFT1M,1000000,1000000,12,Lethe,1,authorized_12_1,authorized,False,False,True,True,False,False,False,21,0.15
SIFT1M,1000000,1000000,12,Lethe,2,authorized_12_2,authorized,False,False,True,True,False,False,False,22,0.25
SIFT1M,1000000,1000000,12,Lethe,3,authorized_12_3,authorized,False,False,True,True,True,False,False,23,0.35
SIFT1M,1000000,1000000,12,Lethe,4,revoked_bridge_12_4,revoked_bridge,True,True,False,False,False,False,False,24,0.45
SIFT1M,1000000,1000000,12,Lethe,5,revoked_bridge_12_5,revoked_bridge,True,True,False,False,False,False,False,25,0.55
SIFT1M,1000000,1000000,12,Lethe,6,authorized_12_6,authorized,False,False,True,True,True,False,True,26,0.65
SIFT1M,1000000,1000000,12,Lethe,7,authorized_12_7,authorized,False,False,True,True,False,False,False,27,0.75
SIFT1M,1000000,1000000,12,Lethe,8,authorized_12_8,authorized,False,False,True,True,False,False,False,28,0.85
SIFT1M,1000000,1000000,12,Lethe,9,authorized_12_9,authorized,False,False,True,True,True,False,False,29,0.95
SIFT1M,1000000,1000000,12,Lethe,10,authorized_12_10,authorized,False,False,True,True,False,True,False,30,1.05
SIFT1M,1000000,1000000,12,Lethe,11,authorized_12_11,authorized,False,False,True,True,False,True,False,31,1.15
SIFT1M,1000000,1000000,12,Lethe,12,authorized_12_12,authorized,False,False,True,True,True,True,False,32,1.25
SIFT1M,1000000,1000000,13,Tombstone,1,authorized_13_1,authorized,False,False,True,True,False,False,False,21,0.15
SIFT1M,1000000,1000000,13,Tombstone,2,authorized_13_2,authorized,False,False,True,True,False,False,False,22,0.25
SIFT1M,1000000,1000000,13,Tombstone,3,authorized_13_3,authorized,False,False,True,True,True,False,False,23,0.35
SIFT1M,1000000,1000000,13,Tombstone,4,revoked_bridge_13_4,revoked_bridge,True,False,True,True,False,False,False,24,0.45
SIFT1M,1000000,1000000,13,Tombstone,5,revoked_bridge_13_5,revoked_bridge,True,False,True,True,False,False,False,25,0.55
SIFT1M,1000000,1000000,13,Tombstone,6,authorized_13_6,authorized,False,False,True,True,True,False,False,26,0.65
SIFT1M,1000000,1000000,13,Tombstone,7,authorized_13_7,authorized,False,False,True,True,False,False,False,27,0.75
SIFT1M,1000000,1000000,13,Tombstone,8,authorized_13_8,authorized,False,False,True,True,False,False,False,28,0.85
SIFT1M,1000000,1000000,13,Tombstone,9,authorized_13_9,authorized,False,False,True,True,True,False,False,29,0.95
SIFT1M,1000000,1000000,13,Tombstone,10,authorized_13_10,authorized,False,False,True,True,False,True,False,30,1.05
SIFT1M,1000000,1000000,13,Tombstone,11,authorized_13_11,authorized,False,False,True,True,False,True,False,31,1.15
SIFT1M,1000000,1000000,13,Tombstone,12,authorized_13_12,authorized,False,False,True,True,True,True,False,32,1.25
SIFT1M,1000000,1000000,13,Lethe,1,authorized_13_1,authorized,False,False,True,True,False,False,False,21,0.15
SIFT1M,1000000,1000000,13,Lethe,2,authorized_13_2,authorized,False,False,True,True,False,False,False,22,0.25
